id,systems,source,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,hp,hp_formula,speed,str,dex,con,int,wis,cha,cr,senses,languages,skills
nalfeshnee,5e,SRD 5.1,Nalfeshnee,,"Magic Resistance. Thenalfeshnee has advantage on saving throws against spells and other magical effects.
Actions.
Multiattack. The nalfeshnee uses Horror Nimbus if it can. It then makes three attacks: one with its bite and two with its claws.
Bite. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit:32 (5d10 + 5) piercing damage.
Claw. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit:15 (3d6 + 5) slashing damage.
Horror Nimbus (Recharge 5-6). The nalfeshnee magically emits scintillating, multicolored light. Each creature within 15 feet of the nalfeshnee that can see the light must succeed on a DC 15 Wisdom saving throw or be frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature’s saving throw is successful or the effect ends for it, the creature is immune to the nalfeshnee’s Horror Nimbus for the next 24 hours.
Teleport. The nalfeshnee magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",,,large,fiend,chaotic evil,18,184,16d10 + 96,"20 ft., fly 30 ft.",21,10,22,19,12,15,13,"truesight 120 ft., passive Perception 11",,
quasit,5e,SRD 5.1,Quasit,,"Shapechanger. The quasit can use its action to polymorph into a beast form that resembles a bat (speed 10 ft. fly 40 ft.), a centipede (40 ft., climb 40 ft.), or a toad (40 ft., swim 40 ft.), or back into its true form. Its statistics are the same in each form, except for the speed changes noted. Any equipment it is wearing or carrying isn’t transformed. It reverts to its true form if it dies.
Magic Resistance. The quasit has advantage on saving throws against spells and other magical effects.
Actions.
Claws (Bite in Beast Form). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage, and the target must succeed on a DC 10 Constitution saving throw or take 5 (2d4) poison damage and become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.
Scare (1/Day). One creature of the quasit’s choice within 20 feet of it must succeed on a DC 10 Wisdom saving throw or be frightened for 1 minute. The target can repeat the saving throw at the end of each of its turns, with disadvantage if the quasit is within line of sight, ending the effect on itself on a success.
Invisibility. The quasit magically turns invisible until it attacks or uses Scare, or until its concentration ends (as if concentrating on a spell). Any equipment the quasit wears or carries is invisible with it.",,,tiny,fiend,shapechanger),13,7,3d4,40 ft.,5,17,10,7,10,10,1,"darkvision 120 ft., passive Perception 10",,Stealth +5
vrock,5e,SRD 5.1,Vrock,,"Magic 
Resistance. The vrock has advantage on saving throws against spells and other magical effects.
Actions.
Multiattack. The vrock makes two attacks: one with its beak and one with its talons.
Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit:10 (2d6 + 3) piercing damage.
Talons. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit:14 (2d10 + 3) slashing damage.
Spores (Recharge 6). A 15--foot--radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become poisoned. While poisoned in this way, a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Emptying a vial of holy water on the target also ends the effect on it.
Stunning Screech (1/Day). The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn’t a demon must succeed on a DC 14 Constitution saving throw or be stunned until the end of the vrock’s next turn.",,,large,fiend,chaotic evil,15,104,11d10 + 44,"40 ft., fly 60 ft.",17,15,18,8,13,8,6,"darkvision 120 ft., passive Perception 11",,
barbed-devil,5e,SRD 5.1,Barbed Devil,,"Barbed Hide. At the start of each of its turns, the barbed devil deals 5 (1d10) piercing damage to any creature grappling it.
Devil’s Sight. Magical darkness doesn’t impede the devil’s darkvision.
Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.
Actions.
Multiattack. The devil makes three melee attacks: one with its tail and two with its claws. Alternatively, it can use Hurl Flame twice.
Claw. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.
Tail. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.
Hurl Flame. Ranged Spell Attack: +5 to hit, range 150 ft., one target. Hit: 10 (3d6) fire damage. If the target is a flammable object that isn’t being worn or carried, it also catches fire.",,,medium,fiend,lawful evil,15,110,13d8 + 52,30 ft.,16,17,18,12,14,14,5,"darkvision 120 ft., passive Perception 18",,"Deception +5, Insight +5, Perception +8"
bearded-devil,5e,SRD 5.1,Bearded Devil,,"Devil’s Sight. Magical darkness doesn’t impede the devil’s darkvision.
Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.
Steadfast. The devil can’t be frightened while it can see an allied creature within 30 feet of it.
Actions.
Multiattack. The devil makes two attacks: one with its beard and one with its glaive.
Beard. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit:6 (1d8 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. While poisoned in this way, the target can’t regain hit points. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.
Glaive. Melee Weapon Attack:+5 to hit, reach 10 ft., one target. Hit: 8 (1d10 + 3) slashing damage. If the target is a creature other than an undead or a construct, it must succeed on a DC 12 Constitution saving throw or lose 5 (1d10) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this attack, the damage dealt by the wound increases by 5 (1d10). Any creature can take an action to stanch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical healing.",,,medium,fiend,lawful evil,13,52,8d8 + 16,30 ft.,16,15,15,9,11,11,3,"darkvision 120 ft., passive Perception 10",,
bone-devil,5e,SRD 5.1,Bone Devil,,"Devil’s Sight. Magical darkness doesn’t impede the devil’s darkvision.
Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.
Actions.
Multiattack. The devil makes three attacks: two with its claws and one with its sting.
Claw. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 8 (1d8 + 4) slashing damage.
Sting. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,large,fiend,lawful evil,19,142,15d10 + 60,"40 ft., fly 40 ft.",18,16,18,13,14,16,9,"darkvision 120 ft., passive Perception 12",,"Deception +7, Insight +6"
chain-devil,5e,SRD 5.1,Chain Devil,,"Devil’s Sight. Magical darkness doesn’t impede the devil’s darkvision.
Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.
Actions.
Multiattack. The devil makes two attacks with its chains.
Chain. Melee Weapon Attack:+8 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) slashing damage. The target is grappled (escape DC 14) if the devil isn’t already grappling a creature. Until this grapple ends, the target is restrained and takes 7 (2d6) piercing damage at the start of each of its turns.
Animate Chains (Recharges after a Short or Long Rest).  Up to four chains the devil can see within 60 feet of it magically sprout razor--edged barbs and animate under the devil’s control, provided that the chains aren’t being worn or carried. Each animated chain is an object with AC 20, 20 hit points, resistance to piercing damage, and immunity to psychic and thunder damage. When the devil uses Multiattack on its turn, it can use each animated chain to make one additional chain attack. An animated chain can grapple one creature of its own but can’t make attacks while grappling. An animated chain reverts to its inanimate state if reduced to 0 hit points or if the devil is incapacitated or dies.
Unnerving Mask. When a creature the devil can see starts its turn within 30 feet of the devil, the devil can create the illusion that it looks like one of the creature’s departed loved ones or bitter enemies. If the creature can see the devil, it must succeed on a DC 14 Wisdom saving throw or be frightened until the end of its turn.",,,medium,fiend,lawful evil,16,85,10d8 + 40,30 ft.,18,15,18,11,12,14,8,"darkvision 120 ft., passive Perception 11",,
erinyes,5e,SRD 5.1,Erinyes,,"Hellish Weapons. The erinyes’s weapon attacks are magical and deal an extra 13 (3d8) poison damage on a hit (included in the attacks).
Magic Resistance. The erinyes has advantage on saving throws against spells and other magical effects.
Actions.
Multiattack. The erinyes makes three attacks.
Longsword. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) slashing damage, or 9 (1d10 +4) slashing damage if used with two hands, plus 13(3d8) poison damage.
Longbow. Ranged Weapon Attack: +7 to hit, range 150/600 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 13 (3d8) poison damage, and the target must succeed on a DC 14 Constitution saving throw or be poisoned. The poison lasts until it is removed by the lesser restoration spell or similar magic.
Parry. The erinyes adds 4 to its AC against one melee attack that would hit it. To do so, the erinyes must see the attacker and be wielding a melee weapon.",,,medium,fiend,lawful evil,18,153,18d8 + 72,"30 ft., fly 60 ft.",18,16,18,14,14,18,12,"truesight 120 ft., passive Perception 12",,
horned-devil,5e,SRD 5.1,Horned Devil,,"Devil’s Sight. Magical darkness doesn’t impede the devil’s darkvision.
Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.
Actions.
Multiattack. The devil makes three melee attacks: two with its fork and one with its tail. It can use Hurl Flame in place of any melee attack.
Fork. Melee Weapon Attack:+10 to hit, reach 10 ft., one target. Hit: 15 (2d8 + 6) piercing damage.
Tail. Melee Weapon Attack:+10 to hit, reach 10 ft., one target. Hit: 10 (1d8 + 6) piercing damage. If the target is a creature other than an undead or a construct, it must succeed on a DC 17 Constitution saving throw or lose 10 (3d6) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this attack, the damage dealt by the wound increases by 10 (3d6). Any creature can take an action to stanch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical healing.
Hurl Flame. Ranged Spell Attack:+7 to hit, range 150 ft., one target. Hit:14 (4d6) fire damage. If the target is a flammable object that isn’t being worn or carried, it also catches fire.",,,large,fiend,lawful evil,18,178,17d10 + 85,"20 ft., fly 60 ft.",22,17,21,12,16,17,11,"darkvision 120 ft., passive Perception 13",,
ice-devil,5e,SRD 5.1,Ice Devil,,"Devil’s Sight. Magical darkness doesn’t impede the devil’s darkvision.
Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.
Actions.
Multiattack. The devil makes three attacks: one with its bite, one with its claws, and one with its tail.
Bite. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) piercing damage plus 10 (3d6) cold damage.
Claws. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 10 (2d4 + 5) slashing damage plus 10 (3d6) cold damage.
Tail. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 12 (2d6 + 5) bludgeoning damage plus 10 (3d6) cold damage.
Wall of Ice (Recharge 6). The devil magically forms an opaque wall of ice on a solid surface it can see within 60 feet of it. The wall is 1 foot thick and up to 30 feet long and 10 feet high, or it’s a hemispherical dome up to 20 feet in diameter.  When the wall appears, each creature in its space is pushed out of it by the shortest route. The creature chooses which side of the wall to end up on, unless the creature is incapacitated. The creature then makes a DC 17 Dexterity saving throw, taking 35 (10d6) cold damage on a failed save, or half as much damage on a successful one. The wall lasts for 1 minute or until the devil is incapacitated or dies. The wall can be damaged and breached; each 10--foot section has AC 5, 30 hit points, vulnerability to fire damage, and immunity to acid, cold, necrotic, poison, and psychic damage. If a section is destroyed, it leaves behind a sheet of frigid air in the space the wall occupied. Whenever a creature finishes moving through the frigid air on a turn, willingly or otherwise, the creature must make a DC 17 Constitution saving throw, taking 17 (5d6) cold damage on a failed save, or half as much damage on a successful one. The frigid air dissipates when the rest of the wall vanishes.",,,large,fiend,lawful evil,18,180,19d10 + 76,40 ft.,21,14,18,18,15,18,14,"blindsight 60 ft., darkvision 120 ft., passive Perception 12",,
